seed,Train_R2,Train_RMSE,Test_R2,Test_MAE,Test_RMSE,full_mean,full_std,full_median,full_min,full_max,train_mean,train_std,train_median,train_min,train_max,test_mean,test_std,test_median,test_min,test_max,mean_diff,std_diff,median_diff,max_diff,stable_score
371,0.982402,5.737521,0.523799,19.444537,27.031106,58.140398,42.802205,52.0,2.7,179.0,60.397214,43.405469,53.5,4.2,179.0,49.363889,39.726991,47.75,2.7,126.0,8.776509,3.075214,4.25,53.0,0.45794
372,0.983298,5.612489,0.526757,19.162611,27.261562,58.140398,42.802205,52.0,2.7,179.0,57.937857,43.584172,52.5,2.7,179.0,58.928056,40.190737,50.0,4.2,150.0,0.787658,2.611469,2.0,29.0,0.508985
373,0.9806,6.008073,0.568707,19.796481,26.734371,58.140398,42.802205,52.0,2.7,179.0,58.951143,43.29063,52.5,4.2,179.0,54.9875,41.285836,48.0,2.7,162.0,3.152898,1.51637,4.0,17.0,0.536394
374,0.982145,5.876393,0.442982,20.97433,27.657167,58.140398,42.802205,52.0,2.7,179.0,58.915429,44.134958,54.8,2.7,162.0,55.126389,37.582888,49.5,4.2,179.0,3.014009,5.219318,2.5,0.0,0.404754
375,0.982677,5.686396,0.578637,17.879999,25.412805,58.140398,42.802205,52.0,2.7,179.0,60.591571,43.358687,53.5,2.7,179.0,48.608056,39.704655,41.0,4.2,158.0,9.532342,3.09755,11.0,21.0,0.488682
376,0.982089,5.795765,0.515728,21.374113,27.938542,58.140398,42.802205,52.0,2.7,179.0,58.296429,43.461933,51.0,2.7,179.0,57.533611,40.71706,55.0,4.2,144.0,0.606787,2.085145,3.0,35.0,0.497439
377,0.984087,5.201369,0.498873,23.58371,33.776062,58.140398,42.802205,52.0,2.7,179.0,59.098857,41.381,55.3,4.2,179.0,54.413056,48.389627,39.0,2.7,162.0,3.727342,5.587421,13.0,17.0,0.424474
378,0.98126,5.759654,0.512779,21.18999,30.598627,58.140398,42.802205,52.0,2.7,179.0,55.847429,42.224687,50.0,2.7,179.0,67.0575,44.458635,72.5,4.2,158.0,8.917102,1.65643,20.5,21.0,0.401724
379,0.980896,5.865018,0.531048,21.544596,29.828132,58.140398,42.802205,52.0,2.7,179.0,57.579286,42.586237,50.0,2.7,158.0,60.3225,44.175256,63.65,5.0,179.0,2.182102,1.37305,11.65,0.0,0.481068
380,0.983968,5.193708,0.428436,27.26375,35.230696,58.140398,42.802205,52.0,2.7,179.0,54.971071,41.165818,50.0,2.7,179.0,70.465556,47.261351,68.0,4.2,162.0,12.325158,4.459146,16.0,17.0,0.305433
381,0.984981,5.280046,0.646001,18.673165,24.345673,58.140398,42.802205,52.0,2.7,179.0,57.322929,43.238646,50.0,4.2,179.0,61.319444,41.499038,62.5,2.7,150.0,3.179047,1.303167,10.5,29.0,0.594696
382,0.984016,5.127509,0.200824,31.462582,43.210443,58.140398,42.802205,52.0,2.7,179.0,55.125357,40.702031,49.75,2.7,158.0,69.865556,49.021285,69.0,5.0,179.0,11.725158,6.21908,17.0,0.0,0.072541
383,0.983714,5.389539,0.622778,19.785626,27.146451,58.140398,42.802205,52.0,2.7,179.0,59.059357,42.383858,54.0,2.7,179.0,54.566667,44.82621,38.5,4.2,142.0,3.573731,2.024005,13.5,37.0,0.558338
384,0.982144,5.915928,0.509709,18.506924,24.421983,58.140398,42.802205,52.0,2.7,179.0,56.263071,44.430789,50.0,2.7,179.0,65.441111,35.372955,67.0,5.8,162.0,7.300713,7.429251,15.0,17.0,0.405918
385,0.983457,5.45123,0.6575,16.75741,25.635753,58.140398,42.802205,52.0,2.7,179.0,58.423714,42.534204,52.5,2.7,179.0,57.038611,44.425559,46.5,4.2,158.0,1.101787,1.623354,5.5,21.0,0.630621
386,0.986724,4.937138,0.356547,24.637484,31.829638,58.140398,42.802205,52.0,2.7,179.0,54.972786,43.003677,48.0,2.7,179.0,70.458889,40.243021,70.0,5.8,150.0,12.318491,2.559184,18.0,29.0,0.233277
387,0.982859,5.541171,0.490252,24.537405,31.432388,58.140398,42.802205,52.0,2.7,179.0,57.894143,42.476251,52.0,2.7,179.0,59.098056,44.649522,52.5,5.0,162.0,0.957658,1.847317,0.5,17.0,0.478422
388,0.983234,5.698793,0.511215,18.872757,24.959746,58.140398,42.802205,52.0,2.7,179.0,60.414643,44.16944,55.5,2.7,179.0,49.296111,36.207491,48.25,5.0,125.0,8.844287,6.594715,3.75,54.0,0.435959
389,0.982826,5.438334,0.432121,25.238446,34.921292,58.140398,42.802205,52.0,2.7,179.0,56.347929,41.647494,49.75,4.2,150.0,65.111111,46.998038,57.5,2.7,179.0,6.970713,4.195833,5.5,0.0,0.36818
390,0.987346,4.958884,0.441464,20.603173,27.44103,58.140398,42.802205,52.0,2.7,179.0,58.264143,44.240992,52.0,2.7,179.0,57.659167,37.238488,53.545,4.5,150.0,0.481231,5.563718,1.545,29.0,0.417732
391,0.982883,5.422676,0.546711,22.982197,31.545577,58.140398,42.802205,52.0,2.7,179.0,59.386929,41.596659,54.5,2.7,179.0,53.292778,47.519113,44.5,4.2,158.0,4.84762,4.716908,7.5,21.0,0.485823
392,0.984049,5.445726,0.590137,19.617276,25.962459,58.140398,42.802205,52.0,2.7,179.0,56.865429,43.273257,50.0,2.7,179.0,63.098611,41.128559,67.5,4.2,162.0,4.958213,1.673646,15.5,17.0,0.513825
393,0.984112,5.271256,0.546106,22.04344,30.823968,58.140398,42.802205,52.0,2.7,179.0,57.370714,41.969691,52.0,2.7,179.0,61.133611,46.401147,53.795,4.5,158.0,2.993213,3.598942,1.795,21.0,0.514958
394,0.980741,5.762233,0.580371,21.354441,30.344798,58.140398,42.802205,52.0,2.7,179.0,58.73,41.671127,54.5,2.7,179.0,55.8475,47.50819,47.75,4.2,162.0,2.292898,4.705985,4.25,17.0,0.542038
395,0.981227,6.000351,0.682443,16.355049,21.391301,58.140398,42.802205,52.0,2.7,179.0,57.565,43.950902,50.0,2.7,179.0,60.378056,38.498483,68.0,4.2,124.3,2.237658,4.303722,16.0,54.7,0.610344
396,0.983626,5.448669,0.420628,25.100248,32.769159,58.140398,42.802205,52.0,2.7,179.0,57.869643,42.733223,52.0,4.2,179.0,59.193333,43.66202,51.795,2.7,162.0,1.052936,0.859815,0.205,17.0,0.412169
397,0.983209,5.79692,0.499295,18.575512,23.518381,58.140398,42.802205,52.0,2.7,179.0,59.116143,44.896784,51.0,2.7,179.0,54.345833,33.70805,57.295,4.2,120.0,3.794564,9.094155,5.295,59.0,0.437155
398,0.984764,5.188625,0.435699,23.955318,32.917951,58.140398,42.802205,52.0,2.7,179.0,55.692571,42.186246,50.0,2.7,162.0,67.659722,44.442101,72.5,5.0,179.0,9.519324,1.639896,20.5,0.0,0.321683
399,0.983186,5.478751,0.372973,25.499738,35.084809,58.140398,42.802205,52.0,2.7,179.0,58.069571,42.403379,52.5,2.7,162.0,58.415833,44.935867,51.0,4.2,179.0,0.275436,2.133662,1.0,0.0,0.362195
400,0.984561,5.404866,0.161448,23.553296,34.831279,58.140398,42.802205,52.0,2.7,179.0,60.443071,43.654219,55.3,2.7,179.0,49.185556,38.576407,34.4,4.2,144.0,8.954842,4.225798,17.6,35.0,0.051197
401,0.986115,4.78166,0.40227,30.429961,38.666276,58.140398,42.802205,52.0,2.7,179.0,58.324214,40.725115,54.5,4.2,162.0,57.425556,50.722085,38.5,2.7,179.0,0.714842,7.91988,13.5,0.0,0.334436
402,0.987556,4.732997,0.473352,24.044139,30.970296,58.140398,42.802205,52.0,2.7,179.0,56.040357,42.580551,50.0,2.7,179.0,66.307222,43.281523,62.795,4.5,144.0,8.166824,0.479317,10.795,35.0,0.398695
403,0.98467,5.199722,0.535897,21.437295,30.581977,58.140398,42.802205,52.0,2.7,179.0,59.433,42.14693,52.5,2.7,179.0,53.113611,45.527669,48.1,4.2,150.0,5.026787,2.725464,3.9,29.0,0.490886
404,0.984866,5.328208,0.299542,26.309147,33.581914,58.140398,42.802205,52.0,2.7,179.0,58.272786,43.467728,50.0,2.7,179.0,57.625556,40.694123,52.5,5.0,150.0,0.514842,2.108082,0.5,29.0,0.289144
405,0.98487,5.25963,0.576318,20.15107,27.47455,58.140398,42.802205,52.0,2.7,179.0,57.293857,42.91328,50.0,2.7,179.0,61.4325,42.80826,62.795,4.2,150.0,3.292102,0.006054,10.795,29.0,0.527454
406,0.984816,5.318362,0.62019,18.738929,25.007647,58.140398,42.802205,52.0,2.7,179.0,59.027429,43.314986,52.5,2.7,179.0,54.690833,41.153498,50.0,5.0,150.0,3.449564,1.648707,2.0,29.0,0.591996
407,0.983053,5.529699,0.430057,23.616299,32.631548,58.140398,42.802205,52.0,2.7,179.0,57.095786,42.629382,50.0,2.7,179.0,62.202778,43.83685,62.0,5.0,158.0,4.06238,1.034645,10.0,21.0,0.376642
408,0.976656,6.185561,0.700622,20.396946,27.511868,58.140398,42.802205,52.0,2.7,179.0,57.714857,40.630297,53.5,4.2,162.0,59.795278,50.994949,50.0,2.7,179.0,1.65488,8.192743,2.0,0.0,0.661769
409,0.98283,5.477223,0.534307,21.902947,31.240642,58.140398,42.802205,52.0,2.7,179.0,57.243429,41.949542,52.0,2.7,162.0,61.628611,46.428794,52.8,5.0,179.0,3.488213,3.626589,0.8,0.0,0.503586
410,0.983587,5.577317,0.410361,24.408873,29.703741,58.140398,42.802205,52.0,2.7,179.0,59.571357,43.690753,54.8,2.7,179.0,52.575556,39.231532,46.0,4.2,136.0,5.564842,3.570674,6.0,43.0,0.353825
411,0.984157,5.185473,0.569525,20.657296,31.477941,58.140398,42.802205,52.0,2.7,179.0,58.581143,41.345001,55.3,2.7,158.0,56.426389,48.657464,46.5,4.2,179.0,1.714009,5.855258,5.5,0.0,0.526889
412,0.984823,5.516955,0.393937,21.144078,25.600852,58.140398,42.802205,52.0,2.7,179.0,59.297571,44.942627,53.5,2.7,179.0,53.640278,33.351293,50.0,4.2,125.0,4.50012,9.450912,2.0,54.0,0.337083
413,0.983036,5.684402,0.408813,22.53124,29.760253,58.140398,42.802205,52.0,2.7,179.0,58.104929,43.800696,51.0,2.7,179.0,58.278333,39.254679,56.0,4.2,126.0,0.137936,3.547526,4.0,53.0,0.385481
414,0.985105,5.430803,-0.174269,27.235258,37.028696,58.140398,42.802205,52.0,2.7,179.0,59.548071,44.65807,50.0,2.7,179.0,52.666111,34.655477,56.3,4.5,124.3,5.474287,8.146728,4.3,54.7,-0.23898
415,0.985234,5.068164,0.394422,25.921256,35.935061,58.140398,42.802205,52.0,2.7,179.0,57.471786,41.857333,52.0,2.7,162.0,60.740556,46.832838,53.0,4.2,179.0,2.600158,4.030633,1.0,0.0,0.366329
416,0.984364,5.493274,0.654262,16.712635,21.980972,58.140398,42.802205,52.0,2.7,179.0,58.538714,44.088453,51.0,2.7,179.0,56.591389,37.913208,54.5,4.2,150.0,1.549009,4.888997,2.5,29.0,0.62435
417,0.983291,5.489043,0.710916,18.278288,23.39152,58.140398,42.802205,52.0,2.7,179.0,58.277071,42.61702,51.0,4.2,179.0,57.608889,44.122881,53.5,2.7,150.0,0.531509,1.320676,1.5,29.0,0.699797
418,0.98623,5.144425,0.381507,21.536268,29.738144,58.140398,42.802205,52.0,2.7,179.0,58.455929,43.996569,52.0,2.7,179.0,56.913333,38.349839,57.5,5.0,144.0,1.227064,4.452366,5.5,35.0,0.345514
419,0.983624,5.50459,0.544049,19.53045,26.206195,58.140398,42.802205,52.0,2.7,179.0,61.413714,43.170015,55.3,2.7,179.0,45.410833,39.360642,33.5,4.2,150.0,12.729564,3.441563,18.5,29.0,0.414577
420,0.983722,5.351269,0.300799,28.740824,37.993937,58.140398,42.802205,52.0,2.7,179.0,58.178857,42.092737,52.0,2.7,158.0,57.990833,46.081926,52.0,5.7,179.0,0.149564,3.279721,0.0,0.0,0.290212
421,0.987585,4.708719,0.538313,20.046287,29.927563,58.140398,42.802205,52.0,2.7,179.0,57.095714,42.411074,50.0,2.7,179.0,62.203056,44.669857,63.5,4.2,158.0,4.062658,1.867652,11.5,21.0,0.477896
422,0.98443,5.234518,0.522031,23.100394,28.698178,58.140398,42.802205,52.0,2.7,179.0,53.918786,42.100897,49.25,2.7,179.0,74.557778,42.09899,78.0,5.0,162.0,16.41738,0.703215,26.0,17.0,0.359834
423,0.983263,5.554404,0.616549,18.545749,25.80373,58.140398,42.802205,52.0,2.7,179.0,58.348429,43.088017,51.0,2.7,179.0,57.331389,42.261492,53.0,4.2,150.0,0.809009,0.540713,1.0,29.0,0.607882
424,0.984725,5.383334,0.433738,21.688576,29.189076,58.140398,42.802205,52.0,2.7,179.0,57.043143,43.713846,50.0,2.7,179.0,62.4075,39.339489,58.0,4.2,162.0,4.267102,3.462716,6.0,17.0,0.384014
425,0.982804,5.637641,0.589539,19.728753,26.554417,58.140398,42.802205,52.0,2.7,179.0,58.155929,43.146062,51.0,2.7,179.0,58.08,42.035659,56.795,4.2,162.0,0.060398,0.766546,4.795,17.0,0.572552
426,0.984804,5.232733,0.549359,23.044511,28.944785,58.140398,42.802205,52.0,2.7,179.0,56.707214,42.60159,50.0,2.7,179.0,63.713889,43.729265,63.0,5.6,150.0,5.573491,0.92706,11.0,29.0,0.48571
427,0.987295,4.589058,0.286067,28.102784,41.355193,58.140398,42.802205,52.0,2.7,179.0,56.3075,40.86003,50.0,2.7,162.0,65.268333,49.63849,61.0,5.0,179.0,7.127936,6.836284,9.0,0.0,0.202918
428,0.984248,5.363753,0.461983,22.030431,30.972633,58.140398,42.802205,52.0,2.7,179.0,59.164571,42.89,53.5,2.7,162.0,54.1575,42.825012,48.25,4.2,179.0,3.982898,0.022807,3.75,0.0,0.43075
429,0.981931,5.719464,0.533001,24.110748,28.986113,58.140398,42.802205,52.0,2.7,179.0,56.276357,42.701735,49.75,2.7,179.0,65.389444,43.017911,65.5,4.2,150.0,7.249047,0.215706,13.5,29.0,0.455609
430,0.984901,5.276109,0.517389,21.217495,28.83463,58.140398,42.802205,52.0,2.7,179.0,58.972143,43.09194,52.5,2.7,179.0,54.905833,42.095237,51.0,5.0,150.0,3.234564,0.706969,1.0,29.0,0.496095
431,0.986348,5.01376,0.149638,26.304025,38.406091,58.140398,42.802205,52.0,2.7,179.0,57.402429,43.064877,52.5,2.7,179.0,61.010278,42.239171,50.0,4.2,158.0,2.86988,0.563034,2.0,21.0,0.127599
432,0.985723,5.107313,0.618936,20.029527,26.159692,58.140398,42.802205,52.0,2.7,179.0,58.643714,42.897026,53.5,2.7,179.0,56.183056,42.978443,48.5,5.0,150.0,1.957342,0.176238,3.5,29.0,0.59812
433,0.985124,5.17723,0.581985,21.726357,27.822473,58.140398,42.802205,52.0,2.7,179.0,59.708643,42.600369,54.0,5.0,179.0,52.041667,43.643264,49.1,2.7,150.0,6.098731,0.841059,2.9,29.0,0.540269
434,0.982475,5.669646,0.61358,20.960259,26.13859,58.140398,42.802205,52.0,2.7,179.0,58.630286,42.98147,52.5,2.7,179.0,56.235278,42.645126,50.0,4.2,150.0,1.90512,0.157079,2.0,29.0,0.597583
435,0.983113,5.327187,0.485836,25.818237,34.78049,58.140398,42.802205,52.0,2.7,179.0,59.105,41.141132,54.5,4.2,179.0,54.389167,49.192857,34.5,2.7,158.0,3.751231,6.390651,17.5,21.0,0.395408
436,0.981673,5.702378,0.634114,20.194741,26.420592,58.140398,42.802205,52.0,2.7,179.0,60.411357,42.272954,55.3,2.7,179.0,49.308889,44.29828,36.5,4.2,162.0,8.831509,1.496075,15.5,17.0,0.538968
437,0.981143,5.731879,0.65714,21.049512,26.959023,58.140398,42.802205,52.0,2.7,179.0,57.400571,41.890421,52.0,2.7,179.0,61.0175,46.694199,53.5,4.2,150.0,2.877102,3.891994,1.5,29.0,0.626578
438,0.979943,5.812752,0.688093,18.395515,26.892339,58.140398,42.802205,52.0,2.7,179.0,59.5125,41.191392,54.5,2.7,162.0,52.804444,48.835257,39.0,4.2,179.0,5.335953,6.033052,13.0,0.0,0.604314
439,0.986657,5.183208,0.460574,20.02429,23.928705,58.140398,42.802205,52.0,2.7,179.0,58.995429,45.033306,52.5,2.7,179.0,54.815278,33.042326,49.5,5.0,142.0,3.32512,9.759879,2.5,37.0,0.407169
440,0.984441,5.065171,0.353281,26.69524,39.99609,58.140398,42.802205,52.0,2.7,179.0,59.150571,40.753606,56.3,2.7,158.0,54.211944,50.440222,35.0,4.2,179.0,3.928453,7.638017,17.0,0.0,0.259725
441,0.986291,5.119403,0.444859,22.062584,27.879616,58.140398,42.802205,52.0,2.7,179.0,60.068786,43.881371,54.3,2.7,179.0,50.641111,37.949185,47.0,4.2,126.0,7.499287,4.85302,5.0,53.0,0.377804
442,0.985494,5.078038,0.52406,20.18258,29.876518,58.140398,42.802205,52.0,2.7,179.0,55.660214,42.314191,49.75,2.7,162.0,67.785556,43.920901,70.0,5.0,179.0,9.645158,1.118695,18.0,0.0,0.418478
443,0.984003,5.508429,0.441674,20.756766,29.180837,58.140398,42.802205,52.0,2.7,179.0,57.6615,43.707931,51.0,2.7,179.0,60.002778,39.606922,53.5,4.2,150.0,1.86238,3.195283,1.5,29.0,0.418276
444,0.987035,4.769243,0.394657,27.372179,35.466598,58.140398,42.802205,52.0,2.7,179.0,58.647857,42.036485,52.0,2.7,179.0,56.166944,46.231281,52.1,4.2,150.0,1.973453,3.429076,0.1,29.0,0.374202
445,0.98373,5.378392,0.615069,19.301262,27.186366,58.140398,42.802205,52.0,2.7,179.0,60.080143,42.316617,54.5,2.7,179.0,50.596944,44.440325,35.0,4.2,150.0,7.543453,1.63812,17.0,29.0,0.521438
446,0.981288,5.76431,0.533135,23.038557,30.556788,58.140398,42.802205,52.0,2.7,179.0,58.068643,42.290746,54.5,2.7,179.0,58.419444,45.355426,49.6,4.5,162.0,0.279047,2.55322,2.4,17.0,0.51688
447,0.981002,5.858633,0.798941,15.071444,19.420777,58.140398,42.802205,52.0,2.7,179.0,58.577286,42.658244,52.0,2.7,179.0,56.441389,43.926078,56.5,4.2,150.0,1.699009,1.123873,4.5,29.0,0.773575
448,0.984728,5.337619,0.569261,19.363726,26.666273,58.140398,42.802205,52.0,2.7,179.0,58.148714,43.346856,51.0,2.7,179.0,58.108056,41.207124,55.5,4.2,162.0,0.032342,1.595082,3.5,17.0,0.553814
449,0.985223,5.169355,0.634777,19.321857,26.133237,58.140398,42.802205,52.0,2.7,179.0,57.717357,42.677018,50.0,4.2,179.0,59.785556,43.856248,66.0,2.7,162.0,1.645158,1.054043,14.0,17.0,0.581389
450,0.984987,5.371854,0.409835,21.055439,27.687816,58.140398,42.802205,52.0,2.7,179.0,55.508286,43.999651,48.0,2.7,179.0,68.376389,36.552688,72.4,4.2,150.0,10.235991,6.249517,20.4,29.0,0.278707
451,0.981515,5.846686,0.227061,25.009939,35.839996,58.140398,42.802205,52.0,2.7,179.0,59.797929,43.157577,55.3,2.7,179.0,51.694444,41.344013,40.5,5.6,150.0,6.445953,1.458192,11.5,29.0,0.155957
452,0.984261,5.419224,0.730296,14.952654,20.784186,58.140398,42.802205,52.0,2.7,179.0,56.560071,43.3519,50.0,2.7,179.0,64.286111,40.588831,57.5,4.2,150.0,6.145713,2.213374,5.5,29.0,0.676427
453,0.984555,5.488736,0.369946,21.093088,28.645677,58.140398,42.802205,52.0,2.7,179.0,59.113429,44.323129,51.0,2.7,179.0,54.356389,36.600542,53.8,5.7,162.0,3.784009,6.201664,1.8,17.0,0.327021
454,0.983724,5.423138,0.678599,17.480571,24.441172,58.140398,42.802205,52.0,2.7,179.0,57.118286,42.661345,50.0,2.7,179.0,62.115278,43.723591,66.0,4.2,162.0,3.97488,0.921385,14.0,17.0,0.613961
455,0.983048,5.637285,0.689378,16.738191,22.217226,58.140398,42.802205,52.0,2.7,179.0,59.319,43.452385,54.5,2.7,179.0,53.556944,40.428779,44.25,4.5,150.0,4.583453,2.373426,7.75,29.0,0.63609
456,0.981467,5.623699,0.577823,22.886897,30.95178,58.140398,42.802205,52.0,2.7,179.0,58.0375,41.457768,52.0,4.2,162.0,58.540556,48.312088,52.5,2.7,179.0,0.400158,5.509883,0.5,0.0,0.557793
457,0.986843,4.783345,0.336788,25.408969,35.942451,58.140398,42.802205,52.0,2.7,179.0,54.937286,41.85096,49.75,2.7,179.0,70.596944,44.760883,63.5,5.8,158.0,12.456547,1.958678,11.5,21.0,0.234129
458,0.984885,5.349963,0.390524,23.259173,30.634711,58.140398,42.802205,52.0,2.7,179.0,57.836643,43.672112,50.0,2.7,162.0,59.321667,39.797225,53.0,5.0,179.0,1.181269,3.00498,1.0,0.0,0.372603
459,0.982954,5.406108,0.65841,19.072397,26.91884,58.140398,42.802205,52.0,2.7,179.0,55.663714,41.555975,50.0,2.7,179.0,67.771944,46.711182,63.65,5.8,158.0,9.631547,3.908977,11.65,21.0,0.563575
460,0.985369,5.172571,0.540951,17.282296,27.485915,58.140398,42.802205,52.0,2.7,179.0,60.932714,42.917167,56.3,2.7,162.0,47.281389,41.143178,40.5,4.5,179.0,10.859009,1.659027,11.5,0.0,0.447179
461,0.983481,5.445507,0.463868,22.518856,31.876316,58.140398,42.802205,52.0,2.7,179.0,59.383429,42.521161,54.5,4.2,179.0,53.306389,44.151897,50.0,2.7,150.0,4.834009,1.349692,2.0,29.0,0.429649
462,0.983941,5.482584,0.439355,21.701007,28.521792,58.140398,42.802205,52.0,2.7,179.0,61.1795,43.419289,53.5,2.7,179.0,46.321667,38.632254,34.5,4.2,128.0,11.818731,4.169951,17.5,51.0,0.315251
463,0.985144,5.155461,0.39914,26.153542,34.076018,58.140398,42.802205,52.0,2.7,179.0,59.040429,42.45012,53.5,2.7,162.0,54.640278,44.584058,42.6,5.0,179.0,3.50012,1.781853,9.4,0.0,0.348094
464,0.979677,6.14547,0.482298,21.121163,28.511194,58.140398,42.802205,52.0,2.7,179.0,60.532714,43.26272,58.295,4.2,179.0,48.836944,40.187661,40.0,2.7,150.0,9.303453,2.614544,12.0,29.0,0.391937
465,0.985536,5.229763,0.325718,25.33919,31.567447,58.140398,42.802205,52.0,2.7,179.0,60.1175,43.640626,53.5,4.2,179.0,50.451667,38.988458,49.6,2.7,144.0,7.688731,3.813747,2.4,35.0,0.268634
466,0.987452,4.746395,0.330477,27.630214,35.856909,58.140398,42.802205,52.0,2.7,179.0,57.7075,42.523304,51.0,4.2,179.0,59.823889,44.443416,57.15,2.7,162.0,1.683491,1.641211,5.15,17.0,0.301686
467,0.977464,6.391487,0.275743,25.220173,32.982371,58.140398,42.802205,52.0,2.7,179.0,62.458071,42.728293,60.15,2.7,179.0,41.349444,39.305447,31.0,4.2,150.0,16.790953,3.496758,21.0,29.0,0.118298
468,0.98515,5.141079,0.605129,20.541267,27.984484,58.140398,42.802205,52.0,2.7,179.0,58.324786,42.340218,51.0,4.2,179.0,57.423333,45.165503,58.45,2.7,150.0,0.717064,2.363298,6.45,29.0,0.575104
469,0.983085,5.555989,0.675231,18.408482,24.232406,58.140398,42.802205,52.0,2.7,179.0,57.998071,42.873419,51.0,2.7,179.0,58.693889,43.124765,67.0,4.2,150.0,0.553491,0.32256,15.0,29.0,0.626496
470,0.986987,4.834196,0.479898,22.899225,31.449714,58.140398,42.802205,52.0,2.7,179.0,57.1105,42.529493,50.0,4.2,179.0,62.145556,44.227244,61.65,2.7,150.0,4.005158,1.425039,9.65,29.0,0.426648
471,0.984787,5.334995,0.478461,22.999175,28.37571,58.140398,42.802205,52.0,2.7,179.0,60.265714,43.409925,54.5,4.2,179.0,49.875278,39.849295,44.0,2.7,150.0,8.26512,2.95291,8.0,29.0,0.404277
472,0.984682,5.294698,0.652529,18.729331,24.919974,58.140398,42.802205,52.0,2.7,179.0,57.869786,42.933384,51.0,4.2,179.0,59.192778,42.875111,54.5,2.7,150.0,1.05238,0.072906,2.5,29.0,0.639548
473,0.981752,5.750134,0.707014,16.528291,22.827446,58.140398,42.802205,52.0,2.7,179.0,60.200357,42.719815,55.8,2.7,179.0,50.129444,42.771173,35.5,4.2,150.0,8.010953,0.031032,16.5,29.0,0.617366
474,0.984728,5.157507,0.418722,25.174222,34.83598,58.140398,42.802205,52.0,2.7,179.0,56.606786,41.883474,50.0,4.2,179.0,64.104444,46.339712,55.795,2.7,162.0,5.964047,3.537507,3.795,17.0,0.366904
475,0.98299,5.717783,0.598995,17.865411,23.580802,58.140398,42.802205,52.0,2.7,179.0,59.672357,43.997981,52.0,2.7,179.0,52.182778,37.765975,53.5,4.2,150.0,5.95762,5.03623,1.5,29.0,0.549598
476,0.9864,5.146683,0.411642,19.562033,27.876177,58.140398,42.802205,52.0,2.7,179.0,57.386643,44.290466,51.0,2.7,179.0,61.071667,36.857823,53.0,6.3,150.0,2.931269,5.944382,1.0,29.0,0.376153
477,0.986831,4.94292,0.272101,24.697113,33.144184,58.140398,42.802205,52.0,2.7,179.0,55.050214,43.227552,50.0,2.7,179.0,70.157778,39.399334,69.0,6.4,158.0,12.01738,3.402871,17.0,21.0,0.150805
478,0.984766,4.886117,0.420549,28.020662,39.948323,58.140398,42.802205,52.0,2.7,179.0,56.407214,39.729414,50.0,2.7,150.0,64.880556,53.223989,55.5,4.2,179.0,6.740158,10.421784,3.5,0.0,0.345083
479,0.984597,5.391344,0.710157,17.463485,21.137928,58.140398,42.802205,52.0,2.7,179.0,59.296143,43.596778,51.0,2.7,179.0,53.645833,39.819737,61.295,4.2,150.0,4.494564,2.982469,9.295,29.0,0.650852
480,0.985081,5.304244,0.374813,21.634264,31.25385,58.140398,42.802205,52.0,2.7,179.0,58.836143,43.582942,51.0,2.7,179.0,55.434722,40.088117,54.8,5.0,144.0,2.705676,2.714088,2.8,35.0,0.344742
481,0.981013,5.852142,0.621386,20.027056,26.73472,58.140398,42.802205,52.0,2.7,179.0,57.7155,42.622725,54.5,2.7,179.0,59.792778,44.06509,49.75,4.2,162.0,1.65238,1.262885,2.25,17.0,0.602586
482,0.979396,5.901469,0.577052,22.275581,31.21423,58.140398,42.802205,52.0,2.7,179.0,56.913929,41.261034,50.0,2.7,162.0,62.91,48.677288,59.0,5.7,179.0,4.769602,5.875083,7.0,0.0,0.514579
483,0.98066,5.89789,0.563361,20.569577,28.098851,58.140398,42.802205,52.0,2.7,179.0,60.465286,42.562617,55.5,4.2,179.0,49.099167,43.126535,36.0,2.7,150.0,9.041231,0.32433,16.0,29.0,0.469182
484,0.98739,5.035711,0.233882,22.882893,28.832684,58.140398,42.802205,52.0,2.7,179.0,58.180286,45.00519,50.0,4.2,179.0,57.985278,33.408304,58.65,2.7,128.0,0.15512,9.393901,6.65,51.0,0.184975
485,0.981618,5.689095,0.523694,22.997647,31.239534,58.140398,42.802205,52.0,2.7,179.0,57.436214,42.111952,50.0,4.2,162.0,60.878889,45.906968,60.5,2.7,179.0,2.738491,3.104763,8.5,0.0,0.475187
486,0.98196,5.755416,0.671778,18.3063,24.063462,58.140398,42.802205,52.0,2.7,179.0,57.955071,43.004952,50.0,2.7,179.0,58.861111,42.598231,65.0,4.2,150.0,0.720713,0.203974,13.0,29.0,0.628563
487,0.984375,5.444355,0.282773,22.586911,32.532263,58.140398,42.802205,52.0,2.7,179.0,59.804357,43.711609,53.0,2.7,179.0,51.669444,38.958592,50.0,4.2,162.0,6.470953,3.843613,2.0,17.0,0.232888
488,0.982821,5.56169,0.6607,16.321576,25.130165,58.140398,42.802205,52.0,2.7,179.0,59.628,42.585937,55.3,2.7,179.0,52.355278,43.75427,48.5,4.2,158.0,5.78512,0.952064,3.5,21.0,0.618418
489,0.98243,5.69898,0.670782,16.722155,23.610882,58.140398,42.802205,52.0,2.7,179.0,59.256,43.148851,55.3,2.7,179.0,53.801944,41.733765,49.6,5.0,150.0,4.338453,1.068441,2.4,29.0,0.638684
